2026-04-10 21:25:59.697 | WARNING  | text2sparql_client.commands.ask:ask_command:182 - db26:7-en | HTTPSConnectionPool(host='26b.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-10 21:25:59.697 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:7-en | Retrying (1/5) after 15 seconds...
2026-04-10 21:32:20.411 | WARNING  | text2sparql_client.commands.ask:ask_command:182 - db26:10-en | HTTPSConnectionPool(host='26b.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-10 21:32:20.411 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:10-en | Retrying (1/5) after 15 seconds...
2026-04-10 21:38:55.507 | WARNING  | text2sparql_client.commands.ask:ask_command:182 - db26:14-en | HTTPSConnectionPool(host='26b.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-10 21:38:55.507 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:14-en | Retrying (1/5) after 15 seconds...
2026-04-10 21:42:11.572 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:14-en | HTTPSConnectionPool(host='26b.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-10 21:42:11.572 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:14-en | Retrying (2/5) after 15 seconds...
2026-04-10 21:45:26.701 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:14-en | HTTPSConnectionPool(host='26b.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-10 21:45:26.702 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:14-en | Retrying (3/5) after 15 seconds...
2026-04-10 21:48:41.830 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:14-en | HTTPSConnectionPool(host='26b.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-10 21:48:41.830 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:14-en | Retrying (4/5) after 15 seconds...
2026-04-10 21:51:56.983 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:14-en | HTTPSConnectionPool(host='26b.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-10 21:51:56.983 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:14-en | Retrying (5/5) after 15 seconds...
2026-04-10 21:55:12.112 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:14-en | HTTPSConnectionPool(host='26b.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-10 21:55:12.112 | ERROR    | text2sparql_client.commands.ask:_retry_response:44 - db26:14-en | Maximum number of retries reached. Skipping question.
2026-04-10 21:58:12.239 | WARNING  | text2sparql_client.commands.ask:ask_command:182 - db26:14-es | HTTPSConnectionPool(host='26b.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-10 21:58:12.240 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:14-es | Retrying (1/5) after 15 seconds...
2026-04-10 22:01:27.368 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:14-es | HTTPSConnectionPool(host='26b.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-10 22:01:27.369 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:14-es | Retrying (2/5) after 15 seconds...
2026-04-10 22:04:42.498 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:14-es | HTTPSConnectionPool(host='26b.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-10 22:04:42.498 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:14-es | Retrying (3/5) after 15 seconds...
2026-04-10 22:09:02.273 | WARNING  | text2sparql_client.commands.ask:ask_command:182 - db26:15-en | HTTPSConnectionPool(host='26b.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-10 22:09:02.273 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:15-en | Retrying (1/5) after 15 seconds...
2026-04-10 22:14:11.493 | WARNING  | text2sparql_client.commands.ask:ask_command:182 - db26:15-es | HTTPSConnectionPool(host='26b.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-10 22:14:11.494 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:15-es | Retrying (1/5) after 15 seconds...
2026-04-10 22:17:26.626 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:15-es | HTTPSConnectionPool(host='26b.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-10 22:17:26.626 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:15-es | Retrying (2/5) after 15 seconds...
2026-04-10 22:20:41.754 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:15-es | HTTPSConnectionPool(host='26b.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-10 22:20:41.755 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:15-es | Retrying (3/5) after 15 seconds...
2026-04-10 22:25:00.938 | WARNING  | text2sparql_client.commands.ask:ask_command:182 - db26:16-es | HTTPSConnectionPool(host='26b.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-10 22:25:00.938 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:16-es | Retrying (1/5) after 15 seconds...
2026-04-10 22:28:16.067 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:16-es | HTTPSConnectionPool(host='26b.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-10 22:28:16.068 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:16-es | Retrying (2/5) after 15 seconds...
2026-04-10 22:31:31.197 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:16-es | HTTPSConnectionPool(host='26b.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-10 22:31:31.198 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:16-es | Retrying (3/5) after 15 seconds...
2026-04-10 22:36:12.254 | WARNING  | text2sparql_client.commands.ask:ask_command:182 - db26:19-es | HTTPSConnectionPool(host='26b.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-10 22:36:12.254 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:19-es | Retrying (1/5) after 15 seconds...
2026-04-10 22:39:27.409 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:19-es | HTTPSConnectionPool(host='26b.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-10 22:39:27.409 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:19-es | Retrying (2/5) after 15 seconds...
2026-04-10 22:42:42.636 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:19-es | HTTPSConnectionPool(host='26b.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
